address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),is_successful
"1092, Murudewar Building,4th Floor,Opposite Mega Mart,9th Block, Jayanagar, Bangalore",Restro Cafe,Yes,No,3.8,30,Jayanagar,Cafe,,Cafe,400.0,Delivery,Basavanagudi,0
"662, 5th Cross Road, Koramangala 4th Block, Bangalore",Cake Fantasy,Yes,No,3.7,0,Koramangala 4th Block,"Dessert Parlor, Bakery",,"Desserts, Bakery",300.0,Desserts,Koramangala 4th Block,0
"The Ambara, 22, Annaswami Mudaliar Road, Near Ulsoor Lake, Ulsoor, Bangalore",Cafe Cerrise,No,No,3.8,99,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600.0,Dine-out,Lavelle Road,1
"4/1, 3rd Cross, Opposite NIAS Gate, Near MSRIT College, New BEL Road, Bangalore",Just Shawarma,Yes,No,3.8,179,New BEL Road,Quick Bites,"Whole Meat Shawarma, Malgoum Shawarma, Roti, Kerala Parotta, Pita Bread",Arabian,300.0,Delivery,Malleshwaram,1
"49, 7th Cross, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",Gogula's Sweets & Chats,Yes,No,4.0,221,BTM,"Sweet Shop, Quick Bites","Chole Bhature, Chaat, Kulfi, Kachori, Pav Bhaji, Samosa, Barfi","Mithai, Street Food, Fast Food",200.0,Desserts,BTM,1
"36/2, 8th Cross, 23rd Main, 2nd Phase, JP Nagar, Bangalore",Anju's Cafe,No,No,4.1,150,JP Nagar,Quick Bites,"Sabudana Vada, Akki Rottis, Vegetable Biryani, Coffee, Bhel Puri, Vada Pav, Buttermilk","Fast Food, North Indian, Continental",400.0,Dine-out,Jayanagar,1
"15/4 Museum Road, Oppsite SBI Gate No 2, Shanthala Nagar, St. Marks Road, Bangalore",SGS Non Veg - Gundu Pulav,Yes,No,3.9,55,St. Marks Road,Quick Bites,Chilli Chicken,"Biryani, Fast Food",400.0,Dine-out,Church Street,1
"FB06, 2nd Floor, VR Bengaluru, Mahadevapura, Whitefield, Bangalore",Smoke - The Sizzler House,No,No,3.6,171,Whitefield,Casual Dining,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik","Continental, North Indian, Chinese, BBQ",800.0,Delivery,Whitefield,0
"650-C, Opposite Kanteevara Stadium, Rajaram Mohan Roy Road, Richmond Road, Bangalore",Kamat's Palate Korner,No,No,4.1,121,Richmond Road,Casual Dining,"Butter Chicken, Jeera Rice, Dal Makhani, Butter Naan, Tandoori Chicken, Rumali Roti, Panneer Butter Masala","North Indian, Chinese",600.0,Dine-out,Lavelle Road,1
"10, 1st Main Rd, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR, Bangalore",Snaiksa Foods,No,No,3.7,0,HSR,Quick Bites,,"North Indian, South Indian",300.0,Dine-out,HSR,0
"524, 10th Main, 4th Block, Jayanagar, Bangalore",4th Tea Block,No,No,4.0,62,Jayanagar,Cafe,"Rose Tea, Hibiscus Tea, Masala Chai, Ginger Tea",Cafe,150.0,Delivery,Jayanagar,1
"225/226, Omkar Nagar, Arkere, Above Arekere Canara Bank, Bannerghatta Road, Bangalore",Shee-Sha Cafe,No,Yes,3.6,39,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, North Indian, Chinese, Continental",800.0,Cafes,Bannerghatta Road,0
"75, Play Arena, Central Jail Road, Kasavanahalli, Sarjapur Road, Bangalore",Xtreme Sports Bar,Yes,Yes,4.0,942,Sarjapur Road,Pub,"Lunch Buffet, Boti Kebab, Beer, Potato Wedges, Gulab Jamun, Pizza, Club Sandwich","Continental, Chinese, North Indian",1300.0,Dine-out,Bellandur,1
"Agastya Suites, 116, 8th Main Road, Next to M.K.Ahmed Retail, 4th Phase, JP Nagar, Bangalore",Pizza Stop,Yes,No,3.9,385,JP Nagar,Quick Bites,"Tortilla Chips, Tabasco Pizza, Salsa, Mixed Sauce Pasta, White Sauce Pasta, Manali Pizza, Nawabi Pizza","Pizza, Italian",600.0,Delivery,Bannerghatta Road,1
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,Yes,No,4.0,771,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450.0,Delivery,Basavanagudi,1
"Sigma Mall, Cunningham Road, Bangalore",Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,,"Fast Food, Rolls",150.0,Delivery,Lavelle Road,0
"510, Marenahalli Road, TMC Layout, 5th Block, Jayanagar, Bangalore",Bakers77,Yes,No,4.0,37,Jayanagar,"Bakery, Quick Bites",,"Bakery, Fast Food",400.0,Desserts,Jayanagar,0
"Shop 420, 7th Cross, BTM 2nd Stage, BTM, Banglore",The Food Cottage,Yes,No,3.7,50,BTM,Quick Bites,,"Hyderabadi, North Indian",350.0,Delivery,Koramangala 7th Block,0
"301A, 9th Main, 4th Block, Jayanagar, Bangalore",Sri Venkateshwara Sweet Meat Stall,No,No,4.1,201,Jayanagar,Quick Bites,"Paratha, Rasgulla Chaat, Mysore Pak, Panipuri, Pav Bhaji, Malai Kulfi, Mango Lassi",Street Food,250.0,Desserts,JP Nagar,1
"2, Hill Crest, House Of Hiranandani, Akshayanagar, Bannerghatta Road, Bangalore",Cafe Conico,No,No,3.7,0,Bannerghatta Road,Cafe,,"Cafe, Beverages",600.0,Cafes,Bannerghatta Road,0
"10, New BEL Road, Bangalore",Lotus Bell,No,No,3.7,0,New BEL Road,Quick Bites,,"North Indian, Chinese",500.0,Delivery,New BEL Road,0
"10, Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",Hare Krishna Kuteera,No,No,3.7,0,Malleshwaram,Quick Bites,,South Indian,200.0,Delivery,Rajajinagar,0
"39/7, 5th Cross, 6th Main, Appareddy Palya, Indiranagar, Bangalore",Bangaliana,Yes,No,3.7,11,Indiranagar,Quick Bites,,Bengali,500.0,Delivery,Brigade Road,0
"120, 18th Main Road, HAL, 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Sweet Chariot,Yes,No,3.4,11,Indiranagar,Dessert Parlor,,"Bakery, Desserts, Fast Food",500.0,Delivery,Indiranagar,0
"175-176, Dollars Colony, Phase 4, JP Nagar, Bangalore",Nite Out,Yes,No,3.9,162,JP Nagar,Delivery,"Biryani, Noodles","North Indian, Chinese, Biryani",500.0,Delivery,Jayanagar,1
"41/1, Sri Sai, 2nd Main, Vyalikaval, Sadashiv Nagar, Bangalore",Aubree,Yes,No,4.3,722,Sadashiv Nagar,"Cafe, Bakery","Cup Cake, Peri Peri Paneer Pizza, Coffee, Waffles, Hot Chocolate, Chocolate Hazelnut, Rainbow Cake","Cafe, Bakery",400.0,Desserts,Malleshwaram,1
"14, Krishnanagara Industrial Area, Next To Christ College, Near Dairy Circle, BTM, Bangalore",Dadi's Dum Biryani,Yes,Yes,4.1,2725,BTM,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai",800.0,Delivery,Jayanagar,1
"1, 5th Main, B Chansandra, OMBR Layout, Banaswadi, Bangalore",Raghavendra Bhavan,No,No,3.2,4,Banaswadi,Quick Bites,,"South Indian, North Indian, Chinese",250.0,Dine-out,Kalyan Nagar,0
"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore",WAT Bar - Sterlings MAC Hotel,No,No,3.8,46,Old Airport Road,Lounge,,Continental,1800.0,Dine-out,Indiranagar,0
"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",Royal Biryani Kitchen,Yes,No,3.9,191,BTM,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani","Biryani, North Indian, Kebab",600.0,Delivery,Koramangala 5th Block,1
"44/3, 10th Cross, 1st Main, Arekempanahalli, Someshwari Nagar, Wilson Garden, Bangalore",Alfa Family Restaurant,No,No,3.0,30,Wilson Garden,Quick Bites,,"North Indian, Arabian, Chinese",400.0,Delivery,Koramangala 7th Block,0
"132, Koramangala 4th Block, Bangalore",Vanilla Pod,No,No,3.7,0,Koramangala 4th Block,Bakery,,Bakery,300.0,Desserts,Koramangala 7th Block,0
"8, 100 Feet Road, Near Croma, Opp. 16 Square Luxuary Apt, Ejipura, Bangalore",Al Hayath Ambur Biryani,No,No,3.3,9,Ejipura,Quick Bites,,Biryani,200.0,Dine-out,Koramangala 7th Block,0
"No 173, Munivenkatappa Layout, Bilekahalli, Opp Ranka Colony, Bannerghatta Road",Sakshi,Yes,No,3.0,38,Bannerghatta Road,Casual Dining,,"North Indian, Biryani, Chinese, Seafood",550.0,Dine-out,BTM,0
"6, 2nd Main Road, Venugopal Reddy Layout, Arekere, Bannerghatta Road, Bangalore",Chef Snow,No,No,3.7,0,Bannerghatta Road,Delivery,,"North Indian, Chinese",300.0,Delivery,Bannerghatta Road,0
"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Sultans of Spice,Yes,Yes,4.5,3467,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad",1300.0,Delivery,Koramangala 5th Block,1
"Number 63, 1551, 7th Cross Road, RK Colony, Near Post Office, JP Nagar, Bangalore",Chawla's 2 Online.com,Yes,No,3.5,5,JP Nagar,Delivery,,North Indian,800.0,Delivery,Bannerghatta Road,0
"92/1, Sai Shravan Arcade, ITPL Main Road, Hoodi Circle, Whitefield, Bangalore",New Udupi Shubh Sagar,No,No,3.7,0,Whitefield,Quick Bites,,"South Indian, North Indian, Chinese",400.0,Delivery,Whitefield,0
"1st cross, Tavarekere Main Road, SG Palya, BTM, Bangalore",Oveanly,No,No,3.7,0,BTM,Delivery,,Bakery,200.0,Delivery,Koramangala 7th Block,0
"2257A-I, KIADB Bommasandra, Industrial Area, Electronic City, Bangalore Electronic City",Narayana Veg Treat,No,No,3.1,8,Electronic City,Quick Bites,,"North Indian, South Indian, Chinese",350.0,Dine-out,Electronic City,0
"3/517, Shop Number 1, Begur Main Road, Hongasandra, Bommanahalli, Bangalore",D Fusion,Yes,No,3.5,9,Bommanahalli,Quick Bites,,"Fast Food, Chinese",400.0,Dine-out,HSR,0
"412/A, 1st C Cross, Near Forum Mall, 7th Block, Koramangala 7th Block, Bangalore",Elmas Restaurant,Yes,No,3.4,34,Koramangala 7th Block,Casual Dining,Rooftop Ambience,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650.0,Delivery,BTM,0
"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","American, North Indian, Chinese, Finger Food",1500.0,Drinks & nightlife,Koramangala 5th Block,1
"156, AMC Main Road, Kaval Bysandra, RT Nagar, RT Nagar, Bangalore",North Indian Food,No,No,3.7,0,RT Nagar,Quick Bites,,"North Indian, Chinese",200.0,Dine-out,Lavelle Road,0
"785, 2nd B Main, Bhuvaneshwari Road, Koramangala 8th Block, Bangalore",Sweet Truth,Yes,No,4.2,50,Koramangala 8th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",500.0,Delivery,Brigade Road,1
"31/34/35, SJRI Park, EPIP Area, Whitefield, Bangalore",Goodness! Beverages,Yes,No,3.7,0,Whitefield,"Takeaway, Delivery",,Beverages,250.0,Delivery,Brookefield,0
"618, 620 - Sree Srinivasa Sai Residency, Green Glen Layout, Bellandur, Bangalore",Bombay Kulfis,No,No,3.7,0,Bellandur,Dessert Parlor,,Ice Cream,200.0,Desserts,Bellandur,0
"3rd Floor, Garuda Mall, MG Road, Bangalore",Shiv Sagar,No,No,3.7,0,MG Road,Casual Dining,,"South Indian, North Indian, Chinese",800.0,Delivery,MG Road,0
"9, 20th Main, Maruthi Nagar Main Road, 1st Stage",Ambur Biriyani Point,No,No,3.6,26,BTM,Quick Bites,,Biryani,150.0,Dine-out,Koramangala 5th Block,0
"1, 2nd Floor, Venkataswamy Building, Near Prashanth Hospital, Bommanahalli, Bangalore",Abhiruchi Moonlight,Yes,No,3.3,4,Bommanahalli,"Takeaway, Delivery",,North Indian,300.0,Delivery,Koramangala 5th Block,0
"Number 7, 20th Main, BTM 1st Stage, Gangotri Circle, BTM, Bangalore",Prawn Crunch,Yes,No,3.3,8,BTM,Quick Bites,,"Fast Food, Seafood",400.0,Dine-out,Koramangala 4th Block,0
"9, Lake Square, Kensington Road, SIndhi Colony, Pulakeshi Nagar, Ulsoor, Bangalore",Five Senses,Yes,No,3.7,0,Ulsoor,"Takeaway, Delivery",,"Continental, North Indian, Fast Food",500.0,Delivery,Indiranagar,0
"2/20, 100 Feet Ring Road, BTM 1st Stage, BTM, Bangalore",Sri Punjabi Dhaba,Yes,No,3.3,50,BTM,Dhaba,,North Indian,400.0,Dine-out,Jayanagar,0
"8, Chelikere Main Road, Opposite Bangalore City College, Kalyan Nagar, Bangalore",Fragrant Kitchen,No,No,3.8,110,Kalyan Nagar,"Casual Dining, Cafe","Burgers, Pasta, Hot Dog, Mashed Potato, Plum Cake, Sunday Brunch, Cheesecake","North Indian, Chinese, Cafe, Desserts",700.0,Dine-out,Kalyan Nagar,1
"9, 10th Main, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Red Kitchen,Yes,No,3.4,155,Jeevan Bhima Nagar,Quick Bites,"Biryani, Chicken Kebab","North Indian, South Indian, Chinese",200.0,Dine-out,Old Airport Road,0
"474, Ground Floor, 1st Cross Road, KHB Colony, 5th Block, Kormangala, Bengaluru.",Panwaadi,No,No,3.7,0,Koramangala 4th Block,Dessert Parlor,,"Desserts, Paan",100.0,Desserts,Koramangala 7th Block,0
"14, St. Marks Road, Bangalore",KKR FOODIES,Yes,Yes,3.1,58,St. Marks Road,Quick Bites,Biryani,"Biryani, Chinese, Fast Food, North Indian",400.0,Dine-out,Brigade Road,0
"12/1, Ulsoor Road, Sivanchetti Gardens, Ulsoor, Bangalore",Ente Keralam,Yes,No,4.0,1103,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood",1300.0,Delivery,Lavelle Road,1
"26, 3rd Cross, Maruthi Extension, P.G.Halli, Malleswaram, Bangalore",New Ambur Special Dum Biryani,No,No,3.7,0,Malleshwaram,Quick Bites,,"Biryani, Kebab",250.0,Dine-out,Malleshwaram,0
"#25/5, Lavelle Road, Opposite Smoke House Deli, Lavelle Road, Bangalore",Atomic Lab,No,No,3.5,56,Lavelle Road,"Casual Dining, Bar","Cocktails, Pizza","Asian, North Indian, Continental",1800.0,Dine-out,Residency Road,0
"Basaveshwara Nagar, Bangalore",Sandwich Corner,No,No,3.7,0,Basaveshwara Nagar,"Takeaway, Delivery",,Sandwich,200.0,Delivery,Rajajinagar,0
"Mezzanine Level, The Pride Hotel, 93, Richmond Road, Bangalore",Fuel Resto Bar,No,No,4.2,38,Richmond Road,Bar,"Cocktails, Dal Makhani, Paneer Tikka, Butter Chicken, Garlic Naan, Tequila, Fish","Finger Food, Mediterranean, North Indian",2000.0,Drinks & nightlife,Lavelle Road,0
"Sri Vinayaka Complex, Siddapura, Varthur Main Road, Whitefield, Bangalore",Aditya Sweets,Yes,No,3.7,24,Whitefield,Sweet Shop,,"Mithai, Fast Food",200.0,Delivery,Whitefield,0
"756/L-189, Sector 6, Near Silk Board Junction, HSR Layout, HSR, Bangalore",Aroma Cafe,No,No,3.7,0,HSR,Quick Bites,,"Rolls, Sandwich",300.0,Dine-out,Koramangala 5th Block,0
"15, 16th Main Road, Keb Layout, Narayan Gowda Layout, 2nd Stage, BTM, Bangalore",Shawarma Bite,No,No,3.7,0,BTM,Quick Bites,,Arabian,200.0,Dine-out,BTM,0
"Indiranagar, Bangalore",Kettle & Kegs,Yes,No,3.7,0,Indiranagar,Delivery,,"Tea, Beverages",200.0,Delivery,Old Airport Road,0
"M.F Noranha Road, Opp. Russel Market, Shivajinagar, Bangalore",Chaitanya Veg,Yes,No,3.2,5,Shivajinagar,Quick Bites,,South Indian,300.0,Delivery,Lavelle Road,0
"736, Near Tata Motors, Kundanahalli Road, Brookefield, Bangalore",McDonald's,Yes,No,3.0,401,Brookefield,Quick Bites,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee","Fast Food, Burger, Beverages, Cafe, Desserts",500.0,Dine-out,Marathahalli,0
"22/1, Police Station Road, Basavanagudi, Bangalore",By 2 Coffee,Yes,No,4.3,316,Basavanagudi,Quick Bites,"Kharabath, Filter Coffee, Idli Vada, Crispy Vada, Kesari Bath, Hot Coffee, Tea",South Indian,100.0,Delivery,Basavanagudi,1
"5/1 SLN Building, Doddakanelli-Kaadubeesanahalli Road, Near Prestige Trinity Center, Bellandur, Bangalore",Punjabi Nukkad Pure Veg,Yes,No,3.5,378,Bellandur,Quick Bites,"Lassi, Paratha, Chur Chur Naan, Raita, Chana Masala, Kheer, Buttermilk","North Indian, Chinese, Juices",500.0,Delivery,Bellandur,0
"1136, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Agent Jack's Bar,No,Yes,4.1,597,Indiranagar,Bar,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Beer, Chicken Nachos","Continental, North Indian, Italian",1300.0,Pubs and bars,Old Airport Road,1
"5, Krishna Nagar, Next To Royal Endfield Showroom, Hosur Road, BTM, Bangalore",Grillopia,Yes,No,3.9,97,BTM,Quick Bites,"Burgers, Wood Fire Pizza, Nachos","Italian, American, Fast Food, Wraps, Rolls, Salad",1000.0,Dine-out,Koramangala 4th Block,1
"91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Gilly's Restobar,No,Yes,4.5,3923,Koramangala 5th Block,"Pub, Casual Dining","Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","Finger Food, Continental, North Indian",1000.0,Pubs and bars,Koramangala 7th Block,1
"6, 29th Main, 12 A Main Road, NS Palya, BTM 2nd Stage, Bangalore",GFC Biryani,Yes,No,3.7,0,BTM,Quick Bites,,Biryani,300.0,Delivery,Koramangala 5th Block,0
"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",Mahesh Lunch Home,Yes,Yes,4.1,860,Residency Road,Casual Dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese",1400.0,Dine-out,Church Street,1
"145, 60ft Road, KHB Colony, Koramangala 5th Block, Bangalore",Drunkling - Sizzlers and Pub,Yes,Yes,4.4,347,Koramangala 5th Block,"Casual Dining, Bar","Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Stuffed Mushroom","Chinese, Continental, North Indian, Burger, Pizza, Seafood",1000.0,Delivery,Koramangala 5th Block,1
"Nadya Apartament, 15th Cross, Neeladri Nagar, Phase1, Electronic City, Bangalore",Bhavya's Kitchen,No,No,3.7,0,Electronic City,Delivery,,"Andhra, North Indian, South Indian, Chinese",350.0,Delivery,Electronic City,0
"998/N, Ground Floor, Opposite To HDFC Bank, 1st Main, Koramangala 1st Block, Bangalore",Hatti Punjab Di,Yes,No,3.9,224,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Aloo Paratha, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken","North Indian, Chinese",250.0,Delivery,BTM,1
"18 & 19, Bangalore English School Road, Naganathapura, Hosur Road, Bangalore",Manna Tasty Foods,No,No,3.7,0,Hosur Road,Quick Bites,,"South Indian, Biryani, Seafood",500.0,Dine-out,Jayanagar,0
"33, 1st Main Road, Bharathi Layout, SG Palya, DRC Post, BTM, Bangalore",Multi Kitchen,No,No,3.7,0,BTM,Quick Bites,,"North Indian, Chinese",300.0,Dine-out,Koramangala 7th Block,0
"34/1, 1st Cross, 6th Main, 4th Block, Jayanagar, Bangalore",SlimSins Cafe,No,No,4.1,707,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850.0,Cafes,Basavanagudi,1
"19, Teacher's Colony, 3rd Main Road, Jakkasandra Extension, Koramangala 1st Block",Desserts Tree,Yes,No,3.8,87,Koramangala 1st Block,Sweet Shop,,"Mithai, Desserts",100.0,Desserts,Koramangala 6th Block,1
"13/1, Padmlaya, Buddh Vihar Road, Cox Town Frazer Town, Bengaluru",Oh My Chaat,Yes,No,3.1,18,Frazer Town,Quick Bites,,Street Food,300.0,Delivery,Frazer Town,0
"34, Cunningham Road, Bangalore",M9 - Citrus Hotels,No,No,3.1,10,Cunningham Road,Casual Dining,,"North Indian, Continental, Finger Food",800.0,Dine-out,Brigade Road,0
"Unit 4A - 4B, Upper Ground Floor, VR Bengaluru Mall, Whitefield, Bangalore",The Beer Cafe,Yes,Yes,4.1,673,Whitefield,Pub,"Cocktails, Wheat Beer, Bruschettas, Pasta, Burgers, Supreme Pizza, Nachos","Finger Food, North Indian, Chinese, Italian",1400.0,Delivery,Whitefield,1
"33, 9th A Main Road, KEB Colony, 1st Stage, BTM, Bangalore",Marunadan Kada,No,No,3.3,6,BTM,Quick Bites,,"Kerala, Tea",250.0,Delivery,Koramangala 5th Block,0
"89, Near City Railway Station Entrance, Majestic, Bangalore",Hare Krishna,No,No,2.9,16,Majestic,Quick Bites,,"North Indian, South Indian, Chinese",300.0,Dine-out,Rajajinagar,0
"L 139, 5th Main, 5th Cross, 6th Sector, HSR, Bangalore",Juice Junction,Yes,No,3.7,17,HSR,Beverage Shop,,"Juices, Fast Food",200.0,Delivery,Koramangala 5th Block,0
"1st Floor, 1st Cross, Near Someshwara Swamy Temple, Adugodi, Koramangala 7th Block, Bangalore",World In A Bowl,Yes,No,3.6,20,Koramangala 7th Block,Delivery,,"Continental, North Indian, Desserts, Beverages",600.0,Delivery,Koramangala 4th Block,0
"83, GP Plaza, Outer Ring Road,Near Kala Mandir, Marathahalli, Bangalore",Nizam's Biryani House,Yes,No,3.9,772,Marathahalli,Casual Dining,"Hyderabadi Biryani, Tikka, Chicken Biryani, Chicken Lollipop, Paneer Kulcha","North Indian, Biryani",1000.0,Delivery,Marathahalli,1
"Lal Bagh Main Road, Sampangi Rama Nagar, Near Shanti Nagar, Bangalore",Bread and Circus,Yes,No,3.7,50,Shanti Nagar,Cafe,,"Cafe, Fast Food, Pizza, Burger",550.0,Cafes,Church Street,0
"10th Cross Ashwath Nagara, Near Hindustan Academy, Marathahalli, Bangalore",Ambur Hot Dum Biryani,No,No,3.7,0,Marathahalli,Quick Bites,,"Biryani, Chinese",300.0,Delivery,Brookefield,0
"84, Hosur Main Road, Madivala, BTM, Bangalore",Savoury Restaurant,Yes,No,3.9,421,BTM,Casual Dining,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food",800.0,Buffet,Koramangala 7th Block,1
"Ibis Hotel, Bengaluru City Centre, Plot 30, Rajaram Mohan Roy Road, Off Richmond Road",The Hub - Ibis Hotel,No,No,3.5,29,Richmond Road,Bar,,"Finger Food, Fast Food, Continental",2200.0,Drinks & nightlife,Church Street,0
"3, Kalasipaylam Main Road, City Market, Bangalore",Hotel Annapurna,No,No,3.7,0,City Market,Quick Bites,,South Indian,150.0,Dine-out,Basavanagudi,0
"OYO Flagship, 12476 IRA Residency, 9/13 HSR, Outer Ring Road, Iblur Village, Bellandur, Bangalore",Wimpie Cafe & Restaurant,Yes,No,3.3,4,Bellandur,Casual Dining,,"North Indian, Mughlai, Biryani",600.0,Delivery,Sarjapur Road,0
"1st Floor, Inorbit Mall, EPIP Zone, Whitefield, Bangalore",Indian Tadka,Yes,No,3.7,214,Whitefield,Food Court,"Rice, Paratha, Chicken Tikka Biryani, Tandoori Chicken, Lassi, Dal Makhani, Punjabi Veg Thali",North Indian,700.0,Dine-out,Brookefield,0
"Above indus ind bank, 1st floor, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, HSR, Bangalore",Behrouz Biryani,Yes,No,4.0,99,HSR,Delivery,"Gulab Jamun, Paneer Biryani",Biryani,650.0,Delivery,HSR,1
"8/37, Opposite Padmavati School, Maruthi Niagara, Madiwala, BTM, Bangalore",Falooda Cafe,Yes,No,3.7,0,BTM,Quick Bites,,"Beverages, Desserts",200.0,Delivery,Jayanagar,0
"8/1, Siddhapura, Varthur Main Road, Whitefield, Bangalore",Bhagini IRIS,No,No,3.6,115,Whitefield,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala","North Indian, Chinese",600.0,Dine-out,Brookefield,0
"97, 8th Cross Temple Road, Malleshwaram, Bangalore",Namma Kudla,No,No,4.2,62,Malleshwaram,Quick Bites,"Thali, Idli, Neer Dosa","South Indian, Mangalorean",350.0,Dine-out,Rajajinagar,1
